Restaurant name,Order ID,Store ID,Delivery Type,Payment type,Payment method,Is Pro Order,Restaurant Address,Order status,Order received at,Has Complaint?,Complaint Reason,Cancelled at,Cancellation reason,Cancellation owner,Subtotal,Service fee,Packaging charges,Minimum order value fee,Vendor Refunds,Customer Fee Total,Tax Charge,Online Payment Fee,Discount Funded by you,Voucher Funded by you,Commission,Operational Charges,Ads Fee,Wait time fee,Marketing Fees,Avoidable cancellation fee,Is Payable,Is Paid,Estimated earnings,Cash amount already collected by you,Amount owed back to platform,Payout Amount,Platform-Funded Discount,Platform-Funded Voucher,Total Discount,Total Voucher,Tax Amount,Order Items
GULA - CAA - Calle Jimenez de la Espada,101641524570,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-03 15:12,N,,,,,57.30,0.00,0.00,0.00,0.00,0.00,2.40,0.00,13.51,0.00,11.45,0.00,0.00,0.00,,0.00,,,29.94,0.00,0.00,29.94,0.00,0.00,13.51,0.00,0.00,"1 Fritas Trufadas, 1 The Sinner Combo [1 Burger The Trufa Corp, 1 Cerveza Estrella Galicia (330 ml.)], 1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger The Trufa Corp, 1 Fritas bacon queso, 2 Agua Cabreiroa (330 ml.)]"
GULA - CAA - Calle Jimenez de la Espada,101641544199,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Cancelled,2026-05-03 15:21,N,,,,,14.90,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.49,0.00,3.73,0.00,0.00,0.00,,0.00,,,9.90,0.00,0.00,9.90,0.00,0.00,0.49,0.00,0.00,"1 The Sinner Combo [1 Gula Cheeseburger, 1 Coca-Cola Zero Azúcar lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101641603250,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-03 15:48,N,,,,,16.90,0.00,0.00,0.00,0.00,0.00,0.89,0.00,0.99,0.00,4.23,0.00,0.00,0.00,,0.00,,,10.79,0.00,0.00,10.79,0.00,0.00,0.99,0.00,0.00,"1 The Sinner Combo [1 Burger The Trufa Corp, 1 Coca-Cola Sabor Original lata 330ml., 1 Sin Extras]"
GULA - CAA - Calle Jimenez de la Espada,101641981137,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-03 20:30,N,,,,,57.10,0.00,0.00,0.00,0.00,0.00,2.49,0.00,9.76,0.00,11.88,0.00,0.00,0.00,,0.00,,,32.97,0.00,0.00,32.97,0.00,0.00,9.76,0.00,0.00,"1 GULA Cheeseburger [1 Extra: Fritas trufadas], 1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger Cheese Bacon, 1 Fritas trufadas, 1 Coca-Cola Zero Azúcar Zero Cafeína lata 330ml., 1 Cerveza Estrella Galicia (330 ml.), 1 Extra: Brownie]"
GULA - CAA - Calle Jimenez de la Espada,101641983285,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-03 20:42,Y,Missing item,,,,44.99,0.00,0.00,0.00,0.00,0.00,1.44,0.00,18.45,0.00,6.88,4.95,0.00,0.00,,0.00,,,13.27,0.00,0.00,13.27,0.00,0.00,18.45,0.00,0.00,"1 The Sinner, 1 Golden Slider, 2 Pollo Frito Al Estilo GULA  [1 Salsa trufada]"
GULA - CAA - Calle Jimenez de la Espada,101641995332,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-03 20:51,N,,,,,45.80,0.00,0.00,0.00,0.00,0.00,1.68,0.00,14.23,0.00,8.02,0.00,0.00,0.00,,0.00,,,21.87,0.00,0.00,21.87,0.00,0.00,14.23,0.00,0.00,"1 Cheese Bacon, 1 Pleasure For 2 Combo [2 Gula Cheeseburger, 1 Fritas trufadas, 1 Agua Cabreiroa (330 ml.), 1 Fanta Naranja lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101641997210,925154,Platform delivery,Cash,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-03 20:31,N,,,,,44.99,0.00,0.00,0.00,0.00,0.00,1.44,0.00,17.95,0.00,6.88,0.00,0.00,0.00,,0.00,,,18.72,0.00,0.00,18.72,0.00,0.00,17.95,0.00,0.00,"1 Cheese Bacon, 1 Golden Slider, 2 Pollo Frito Al Estilo GULA [1 Salsa bacon]"
GULA - CAA - Calle Jimenez de la Espada,101642004240,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-03 22:02,N,,,,,34.70,0.00,0.00,0.00,0.00,0.00,1.32,0.00,12.06,0.00,6.28,0.00,0.00,0.00,,0.00,,,15.04,0.00,0.00,15.04,0.00,0.00,12.06,0.00,0.00,"1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 The Pope's Burger, 1 Fritas trufadas, 1 Coca-Cola Zero Azúcar lata 330ml., 1 Fuze Tea Maracuyá (330 ml.), 1 Extra: Salsa trufada]"
GULA - CAA - Calle Jimenez de la Espada,101642010564,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-03 20:51,N,,,,,25.19,0.00,0.00,0.00,0.00,0.00,0.93,0.00,8.05,0.00,4.41,0.00,0.00,0.00,,0.00,,,11.80,0.00,0.00,11.80,0.00,0.00,8.05,0.00,0.00,"1 Cheese Bacon, 1 Golden Slider"
GULA - CAA - Calle Jimenez de la Espada,101642012977,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-03 20:42,N,,,,,48.90,0.00,0.00,0.00,0.00,0.00,2.06,0.00,9.76,0.00,9.83,0.00,0.00,0.00,,0.00,,,27.25,0.00,0.00,27.25,0.00,0.00,9.76,0.00,0.00,"1 Fritas Buffalo Ranch, 1 Alitas BBK, 1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger Bohemian Chicken, 1 Fritas bacon queso, 2 Fanta Naranja lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101642072899,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-03 21:24,N,,,,,33.90,0.00,0.00,0.00,0.00,0.00,1.28,0.00,10.06,0.00,6.08,0.00,0.00,0.00,,0.00,,,16.48,0.00,0.00,16.48,0.00,0.00,10.06,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger Cheese Bacon, 1 Burger The Trufa Corp Chicken, 1 Fritas bacon queso, 1 Coca-Cola Zero Azúcar Zero Cafeína lata 330ml., 1 Fanta Limón lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101642094090,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Cancelled,2026-05-03 21:47,N,,,,,14.90,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.49,0.00,3.73,0.00,0.00,0.00,,0.00,,,9.90,0.00,0.00,9.90,0.00,0.00,0.49,0.00,0.00,"1 The Sinner Combo [1 Gula Cheeseburger, 1 Agua Cabreiroa (330 ml.)]"
GULA - CAA - Calle Jimenez de la Espada,101642148922,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-03 21:47,N,,,,,26.20,0.00,0.00,0.00,0.00,0.00,1.16,0.00,4.36,0.00,5.51,0.00,0.00,0.00,,0.00,,,15.17,0.00,0.00,15.17,0.00,0.00,4.36,0.00,0.00,"1 Cheese Bacon [1 Extra: Fritas trufadas, 1 Extra: Tarta de Oreo]"
GULA - CAA - Calle Jimenez de la Espada,101642183463,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-03 22:31,N,,,,,26.90,0.00,0.00,0.00,0.00,0.00,1.21,0.00,4.09,0.00,5.75,0.00,0.00,0.00,,0.00,,,15.85,0.00,0.00,15.85,0.00,0.00,4.09,0.00,0.00,"1 Spicy V, 2 Fritas Trufadas"
GULA - CAA - Calle Jimenez de la Espada,101642195556,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-03 22:19,N,,,,,32.90,0.00,0.00,0.00,0.00,0.00,1.22,0.00,9.76,0.00,5.83,0.00,0.00,0.00,,0.00,,,16.09,0.00,0.00,16.09,0.00,0.00,9.76,0.00,0.00,"1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger Cheese Bacon, 1 Fritas trufadas, 1 Coca-Cola Sabor Original lata 330ml., 1 Fanta Naranja lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101643761204,925154,Platform delivery,Cash,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-05 20:15,N,,,,,14.90,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.00,0.00,3.73,0.00,0.00,0.00,,0.00,,,10.39,0.00,0.00,10.39,0.00,0.00,0.00,0.00,0.00,"1 The Sinner Combo [1 Gula Cheeseburger, 1 Coca-Cola Sabor Original lata 330ml., 1 Sin Extras]"
GULA - CAA - Calle Jimenez de la Espada,101643765427,925154,Platform delivery,Online,SINGLE-1,Y,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-05 20:18,N,,,,,21.40,0.00,0.00,0.00,0.00,0.00,0.91,0.00,6.42,0.00,3.75,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,9.77,0.00,0.00,9.77,0.00,0.00,6.42,0.00,0.00,"1 The Trufa Corp [1 Sin Extras], 1 Fritas Trufadas"
GULA - CAA - Calle Jimenez de la Espada,101643805954,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-05 20:47,N,,,,,40.80,0.00,0.00,0.00,0.00,0.00,1.36,0.00,14.84,0.00,6.49,0.00,0.00,0.00,,0.00,,,18.11,0.00,0.00,18.11,0.00,0.00,14.84,0.00,0.00,"2 Cheese Bacon, 2 Fritas Bacon Queso"
GULA - CAA - Calle Jimenez de la Espada,101643808678,925154,Platform delivery,Online,SINGLE-1,Y,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-05 21:00,N,,,,,34.90,0.00,0.00,0.00,0.00,0.00,1.45,0.00,9.57,0.00,6.33,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,17.00,0.00,0.00,17.00,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger The Trufa Corp, 1 The Pope's Burger, 1 Nuestras fritas, 2 Coca-Cola Sabor Original lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101643823669,925154,Pickup,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-05 20:58,N,,,,,1.50,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.23,0.00,0.00,0.00,,0.00,,,1.22,0.00,0.00,1.22,0.00,0.00,0.00,0.00,0.00,1 Salsa Chile Chipotle
GULA - CAA - Calle Jimenez de la Espada,101643825624,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-05 21:00,N,,,,,20.40,0.00,0.00,0.00,0.00,0.00,0.75,0.00,6.12,0.00,3.57,0.00,0.00,0.00,,0.00,,,9.96,0.00,0.00,9.96,0.00,0.00,6.12,0.00,0.00,"1 The Sinner, 1 Fritas Trufadas"
GULA - CAA - Calle Jimenez de la Espada,101643866561,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-05 21:31,N,,,,,23.80,0.00,0.00,0.00,0.00,0.00,0.93,0.00,6.12,0.00,4.42,0.00,0.00,0.00,,0.00,,,12.33,0.00,0.00,12.33,0.00,0.00,6.12,0.00,0.00,"1 Cheese Bacon, 1 Nuestras Fritas, 1 Fritas Trufadas"
GULA - CAA - Calle Jimenez de la Espada,101643898130,925154,Platform delivery,Cash,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-05 22:35,N,,,,,39.80,0.00,0.00,0.00,0.00,0.00,1.33,0.00,14.54,0.00,6.32,0.00,0.00,0.00,,0.00,,,17.61,0.00,0.00,17.61,0.00,0.00,14.54,0.00,0.00,"1 The Pope'S Burger, 1 Cheese Bacon, 2 Fritas Bacon Queso"
GULA - CAA - Calle Jimenez de la Espada,101643904975,925154,Pickup,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-05 22:04,N,,,,,1.80,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.27,0.00,0.00,0.00,,0.00,,,1.47,0.00,0.00,1.47,0.00,0.00,0.00,0.00,0.00,1 Salsa Bacon
GULA - CAA - Calle Jimenez de la Espada,101643932798,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-05 22:37,N,,,,,15.90,0.00,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.00,3.98,0.00,0.00,0.00,,0.00,,,11.08,0.00,0.00,11.08,0.00,0.00,0.00,0.00,0.00,"1 The Sinner Combo [1 Burger Cheese Bacon, 1 Agua Cabreiroa (330 ml.)]"
GULA - CAA - Calle Jimenez de la Espada,101643935119,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-05 22:41,N,,,,,33.90,0.00,0.00,0.00,0.00,0.00,1.28,0.00,9.57,0.00,6.08,0.00,0.00,0.00,,0.00,,,16.97,0.00,0.00,16.97,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger Buffalo Ranch, 1 Burger BBK, 1 Fritas bacon queso, 2 Fuze Tea Maracuyá (330 ml.)]"
GULA - CAA - Calle Jimenez de la Espada,101644641375,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Cancelled,2026-05-06 20:26,N,,,,,9.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,2.38,0.00,0.00,0.00,,0.00,,,6.62,0.00,0.00,6.62,0.00,0.00,0.00,0.00,0.00,"1 Fritas Buffalo Ranch, 1 Agua Mineral Natural Solán de Cabras Botella 0,5L"
GULA - CAA - Calle Jimenez de la Espada,101644656511,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-06 20:35,Y,Missing item,,,,26.90,0.00,0.00,0.00,0.00,0.00,0.85,0.00,10.67,0.00,4.06,3.25,0.00,0.00,,0.00,,,8.07,0.00,0.00,8.07,0.00,0.00,10.67,0.00,0.00,"1 Cheese Bacon, 2 Fritas Bacon Queso "
GULA - CAA - Calle Jimenez de la Espada,101644660048,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-06 20:38,N,,,,,46.80,0.00,0.00,0.00,0.00,0.00,1.72,0.00,14.04,0.00,8.19,0.00,0.00,0.00,,0.00,,,22.85,0.00,0.00,22.85,0.00,0.00,14.04,0.00,0.00,"1 The Trufa Corp, 1 Pleasure For 2 Combo [2 Gula Cheeseburger, 1 Fritas trufadas, 1 Agua Cabreiroa (330 ml.), 1 Fanta Naranja lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101644707723,925154,Pickup,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-06 21:08,N,,,,,6.95,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,1.04,0.00,0.00,0.00,,0.00,,,5.69,0.00,0.00,5.69,0.00,0.00,0.00,0.00,0.00,1 Cheese Jr.
GULA - CAA - Calle Jimenez de la Espada,101644720034,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-06 21:18,N,,,,,26.90,0.00,0.00,0.00,0.00,0.00,0.85,0.00,10.67,0.00,4.06,0.00,0.00,0.00,,0.00,,,11.32,0.00,0.00,11.32,0.00,0.00,10.67,0.00,0.00,"1 Cheese Bacon, 2 Fritas Bacon Queso"
GULA - CAA - Calle Jimenez de la Espada,101644740984,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-06 21:40,N,,,,,31.90,0.00,0.00,0.00,0.00,0.00,1.17,0.00,9.57,0.00,5.58,0.00,0.00,0.00,,0.00,,,15.58,0.00,0.00,15.58,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [2 Gula Cheeseburger, 1 Fritas bacon queso, 1 Coca-Cola Zero Azúcar lata 330ml., 1 Coca-Cola Zero Azúcar Zero Cafeína lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101644789853,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-06 22:18,N,,,,,31.90,0.00,0.00,0.00,0.00,0.00,1.17,0.00,9.57,0.00,5.58,0.00,0.00,0.00,,0.00,,,15.58,0.00,0.00,15.58,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [2 Gula Cheeseburger, 1 Fritas bacon queso, 1 Coca-Cola Sabor Original lata 330ml., 1 Fuze Tea Limón Sabor Original Lata 330ml]"
GULA - CAA - Calle Jimenez de la Espada,101644797887,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-06 22:31,N,,,,,13.29,0.00,0.00,0.00,0.00,0.00,0.52,0.00,3.39,0.00,2.48,0.00,0.00,0.00,,0.00,,,6.90,0.00,0.00,6.90,0.00,0.00,3.39,0.00,0.00,"1 Golden Slider, 1 Agua Mineral Natural Solán de Cabras Botella 0,5L"
GULA - CAA - Calle Jimenez de la Espada,101644801834,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-06 22:32,N,,,,,41.80,0.00,0.00,0.00,0.00,0.00,1.40,0.00,15.14,0.00,6.67,0.00,0.00,0.00,,0.00,,,18.59,0.00,0.00,18.59,0.00,0.00,15.14,0.00,0.00,"1 The Trufa Corp, 1 The Sinner, 2 Fritas Bacon Queso"
GULA - CAA - Calle Jimenez de la Espada,101644803717,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-06 22:31,N,,,,,40.80,0.00,0.00,0.00,0.00,0.00,1.36,0.00,14.84,0.00,6.49,0.00,0.00,0.00,,0.00,,,18.11,0.00,0.00,18.11,0.00,0.00,14.84,0.00,0.00,"2 Cheese Bacon, 2 Fritas Bacon Queso"
GULA - CAA - Calle Jimenez de la Espada,101645083587,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-07 13:27,N,,,,,50.70,0.00,0.00,0.00,0.00,0.00,2.21,0.00,8.64,0.00,10.52,0.00,0.00,0.00,,0.00,,,29.33,0.00,0.00,29.33,0.00,0.00,8.64,0.00,0.00,"1 The Trufa Corp, 1 Cheese Bacon, 1 The Golden Bite Combo [1 Burger BBK, 1 Fritas bacon queso, 1 Fuze Tea Maracuyá (330 ml.)]"
GULA - CAA - Calle Jimenez de la Espada,101645163341,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Cancelled,2026-05-07 14:36,N,,,,,6.95,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,1.74,0.00,0.00,0.00,,0.00,,,4.84,0.00,0.00,4.84,0.00,0.00,0.00,0.00,0.00,1 Cheese Jr.
GULA - CAA - Calle Jimenez de la Espada,101645164771,925154,Platform delivery,Online,SINGLE-1,Y,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-07 14:37,Y,Missing item,,,,26.90,0.00,0.00,0.00,0.00,0.00,0.97,0.00,10.67,0.00,4.06,3.25,0.00,0.00,Prime Order Fee: 0.55,0.00,,,7.40,0.00,0.00,7.40,0.00,0.00,10.67,0.00,0.00,"1 Cheese Bacon, 2 Fritas Bacon Queso "
GULA - CAA - Calle Jimenez de la Espada,101645310579,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-07 17:13,N,,,,,32.90,0.00,0.00,0.00,0.00,0.00,1.22,0.00,9.57,0.00,5.83,0.00,0.00,0.00,,0.00,,,16.28,0.00,0.00,16.28,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger Cheese Bacon, 1 Fritas bacon queso, 1 Coca-Cola Zero Azúcar lata 330ml., 1 Cerveza Estrella Galicia (330 ml.)]"
GULA - CAA - Calle Jimenez de la Espada,101645399586,925154,Platform delivery,Cash,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-07 18:54,N,,,,,22.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.39,0.00,4.75,0.00,0.00,0.00,,0.00,,,13.25,0.00,0.00,13.25,0.00,0.00,3.39,0.00,0.00,"1 Golden Slider, 1 Fritas Bacon Queso, 1 Salsa Trufada, 1 Coca-Cola Sabor Original lata 330ml."
GULA - CAA - Calle Jimenez de la Espada,101645401803,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-07 18:54,N,,,,,20.40,0.00,0.00,0.00,0.00,0.00,0.75,0.00,6.12,0.00,3.57,0.00,0.00,0.00,,0.00,,,9.96,0.00,0.00,9.96,0.00,0.00,6.12,0.00,0.00,"1 The Trufa Corp Chicken, 1 Fritas Trufadas"
GULA - CAA - Calle Jimenez de la Espada,101645444187,925154,Platform delivery,Online,SINGLE-1,Y,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-07 19:18,N,,,,,14.90,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,3.73,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,9.72,0.00,0.00,9.72,0.00,0.00,0.00,0.00,0.00,"1 The Sinner Combo [1 Gula Cheeseburger, 1 Fanta Naranja lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101645604047,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-07 21:06,N,,,,,20.40,0.00,0.00,0.00,0.00,0.00,0.75,0.00,6.61,0.00,3.57,0.00,0.00,0.00,,0.00,,,9.47,0.00,0.00,9.47,0.00,0.00,6.61,0.00,0.00,"1 Cheese Bacon, 1 Fritas Trufadas"
GULA - CAA - Calle Jimenez de la Espada,101645632123,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-07 21:25,N,,,,,32.90,0.00,0.00,0.00,0.00,0.00,1.22,0.00,10.06,0.00,5.83,0.00,0.00,0.00,,0.00,,,15.79,0.00,0.00,15.79,0.00,0.00,10.06,0.00,0.00,"1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger BBK, 1 Fritas bacon queso, 2 Coca-Cola Zero Azúcar lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101645659353,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-07 21:46,N,,,,,12.90,0.00,0.00,0.00,0.00,0.00,0.47,0.00,4.86,0.00,2.26,0.00,0.00,0.00,,0.00,,,5.31,0.00,0.00,5.31,0.00,0.00,4.86,0.00,0.00,1 The Pope'S Burger
GULA - CAA - Calle Jimenez de la Espada,101645667628,925154,Platform delivery,Online,SINGLE-1,Y,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-07 22:11,N,,,,,19.70,0.00,0.00,0.00,0.00,0.00,0.93,0.00,4.17,0.00,3.88,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,10.17,0.00,0.00,10.17,0.00,0.00,4.17,0.00,0.00,"1 The Trufa Corp Chicken, 1 Cheescake de Fresa"
GULA - CAA - Calle Jimenez de la Espada,101645672536,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-07 21:57,N,,,,,19.30,0.00,0.00,0.00,0.00,0.00,1.01,0.00,0.19,0.00,4.83,0.00,0.00,0.00,,0.00,,,13.27,0.00,0.00,13.27,0.00,0.00,0.19,0.00,0.00,"1 Nuestras Fritas, 1 The Sinner Combo [1 The Pope's Burger, 1 Coca-Cola Zero Azúcar Zero Cafeína lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101645705551,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-07 22:32,N,,,,,33.40,0.00,0.00,0.00,0.00,0.00,1.25,0.00,10.06,0.00,5.96,0.00,0.00,0.00,,0.00,,,16.13,0.00,0.00,16.13,0.00,0.00,10.06,0.00,0.00,"1 Pleasure For 2 Combo [2 Gula Cheeseburger, 1 Nuestras fritas, 2 Agua Cabreiroa (330 ml.), 1 Extra: Kétchup GULA, 1 Sin Extras]"
GULA - CAA - Calle Jimenez de la Espada,101646009931,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-08 13:36,N,,,,,59.70,0.00,0.00,0.00,0.00,0.00,2.63,0.00,12.56,0.00,12.53,0.00,0.00,0.00,,0.00,,,31.98,0.00,0.00,31.98,0.00,0.00,12.56,0.00,0.00,"1 GULA Cheeseburger, 1 Fritas Bacon Queso [1 Extra: Salsa trufada], 1 Pleasure For 2 Combo [2 Gula Cheeseburger, 1 Fritas bacon queso, 1 Fanta Naranja lata 330ml., 1 Fanta Limón lata 330ml.], 1 Salsa Trufada, 1 Tarta de Oreo"
GULA - CAA - Calle Jimenez de la Espada,101646085735,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-08 14:35,N,,,,,42.70,0.00,0.00,0.00,0.00,0.00,1.79,0.00,9.13,0.00,8.52,0.00,0.00,0.00,,0.00,,,23.26,0.00,0.00,23.26,0.00,0.00,9.13,0.00,0.00,"1 The Trufa Corp, 1 Cheese Bacon, 1 Buffalo Ranch"
